name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,WRO_efficiency,min_distance_to_false
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_601,1.0140000000000002,6,11.3,0.2050000000000005,0.3,-11.546290000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_482,0.7290000000000001,6,11.3,0.2050000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1205,2.1540000000000004,6,11.3,0.2050000000000005,0.3,4.036940000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1204,2.1540000000000004,6,11.3,0.2050000000000005,0.3,-1.15747,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1201,2.1540000000000004,6,11.3,0.2050000000000005,0.3,-11.546290000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_963,1.5840000000000003,6,11.3,0.2050000000000005,0.3,-6.351880000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_882,1.5,6,11.3,1.3450000000000006,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1242,2.1540000000000004,6,11.3,1.3450000000000006,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_965,1.5840000000000003,6,11.3,0.2050000000000005,0.3,4.036940000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_481,0.7290000000000001,6,11.3,0.2050000000000005,0.3,-11.546290000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_962,1.5840000000000003,6,11.3,0.2050000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_603,1.0140000000000002,6,11.3,0.2050000000000005,0.3,-6.351880000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_602,1.0140000000000002,6,11.3,0.2050000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_721,1.2990000000000004,6,11.3,0.2050000000000005,0.3,-11.546290000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_722,1.2990000000000004,6,11.3,0.2050000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_361,0.4440000000000001,6,11.3,0.2050000000000005,0.3,-11.546290000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_362,0.4440000000000001,6,11.3,0.2050000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_244,0.324,6,11.3,0.2050000000000005,0.3,-1.15747,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_245,0.324,6,11.3,0.2050000000000005,0.3,4.036940000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_961,1.5840000000000003,6,11.3,0.2050000000000005,0.3,-11.546290000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_964,1.5840000000000003,6,11.3,0.2050000000000005,0.3,-1.15747,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_960,1.5840000000000003,6,11.3,0.2050000000000005,0.3,-16.740700000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_522,0.7290000000000001,6,11.3,1.3450000000000006,0.3,9.231350000000004,1.0,True,1.0,0.6372793735874402
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_354,0.324,6,11.3,4.195,0.3,9.231350000000004,1.0,True,1.0,0.6900000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1230,2.1540000000000004,6,11.3,1.1050000000000004,0.3,9.231350000000004,1.0,True,1.0,0.8100000000000003
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1110,1.869,6,11.3,1.1050000000000004,0.3,9.231350000000004,1.0,True,1.0,0.858676306881703
