name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KRK_efficiency,min_distance_to_false
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_197,-0.0169999999999997,6,11.3,4.739000000000001,0.3,9.786939999999998,1.0,True,1.0,1.1780000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_209,-0.0169999999999997,6,11.3,6.240000000000001,0.3,9.786939999999998,1.0,True,1.0,1.1780000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_257,-0.0169999999999997,6,11.3,10.743000000000002,0.3,9.786939999999998,1.0,True,1.0,1.1780000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_185,-0.0169999999999997,6,11.3,3.2380000000000004,0.3,9.786939999999998,1.0,True,1.0,1.1780000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1361,4.106000000000001,6,11.3,1.7370000000000003,0.3,9.786939999999998,1.0,True,1.0,1.5010000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_569,1.1610000000000005,6,11.3,1.7370000000000003,0.3,9.786939999999998,1.0,True,1.0,1.5010000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_701,1.7500000000000004,6,11.3,1.7370000000000003,0.3,9.786939999999998,1.0,True,1.0,1.5010000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_965,2.928000000000001,6,11.3,1.7370000000000003,0.3,9.786939999999998,1.0,True,1.0,1.5010000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_833,2.3390000000000004,6,11.3,1.7370000000000003,0.3,9.786939999999998,1.0,True,1.0,1.5010000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1097,3.1,6,11.3,1.7370000000000003,0.3,9.786939999999998,1.0,True,1.0,1.5010000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1229,3.5170000000000003,6,11.3,1.7370000000000003,0.3,9.786939999999998,1.0,True,1.0,1.5010000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_437,0.5720000000000003,6,11.3,1.7370000000000003,0.3,9.786939999999998,1.0,True,1.0,1.6124273627050616
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1349,4.106000000000001,6,11.3,1.1050000000000004,0.3,9.786939999999998,1.0,True,1.0,2.133
