name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KAT_efficiency,LCJ_efficiency,SZZ_efficiency
RZE_cand_20,0.42,6,11.3,1.3299999999999998,0.3,10.890000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.6925333631
RZE_cand_21,0.42,6,11.3,1.3299999999999998,0.3,11.312000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.6924485258
RZE_cand_22,0.42,6,11.3,1.3299999999999998,0.3,11.734000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.6923715599
RZE_cand_23,0.42,6,11.3,1.3299999999999998,0.3,12.156000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.6923014186
RZE_cand_24,0.42,6,11.3,1.3299999999999998,0.3,12.578000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.6922372326
RZE_cand_25,0.42,6,11.3,1.3299999999999998,0.3,13.000000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.6921782744
RZE_cand_26,0.42,6,11.3,1.3299999999999998,0.3,13.422000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.6921239303
RZE_cand_27,0.42,6,11.3,1.3299999999999998,0.3,13.844000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.6920736790
RZE_cand_28,0.42,6,11.3,1.3299999999999998,0.3,14.266000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.6920270750
RZE_cand_29,0.42,6,11.3,1.3299999999999998,0.3,14.688000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.6919837351
RZE_cand_30,0.42,6,11.3,1.3299999999999998,0.3,15.110000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.6919433280
RZE_cand_31,0.42,6,11.3,1.3299999999999998,0.3,15.532000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.6919055656
RZE_cand_32,0.42,6,11.3,1.3299999999999998,0.3,15.954000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.6918701966
RZE_cand_33,0.42,6,11.3,1.3299999999999998,0.3,16.376000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.6918370005
RZE_cand_34,0.42,6,11.3,1.3299999999999998,0.3,16.798000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.6918057830
RZE_cand_35,0.42,6,11.3,1.3299999999999998,0.3,17.220000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.6917763722
RZE_cand_36,0.42,6,11.3,1.3299999999999998,0.3,17.642000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6917486158
RZE_cand_37,0.42,6,11.3,1.3299999999999998,0.3,18.064000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6917223779
RZE_cand_38,0.42,6,11.3,1.3299999999999998,0.3,18.486000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.6916975374
RZE_cand_39,0.42,6,11.3,1.3299999999999998,0.3,18.908000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.6916739854
RZE_cand_40,0.42,6,11.3,1.3299999999999998,0.3,19.330000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.6916516242
RZE_cand_41,0.42,6,11.3,1.3299999999999998,0.3,19.752000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.6916303658
RZE_cand_42,0.42,6,11.3,1.3299999999999998,0.3,20.174000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6916101304
RZE_cand_43,0.42,6,11.3,1.3299999999999998,0.3,20.596000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6915908461
RZE_cand_44,0.42,6,11.3,1.3299999999999998,0.3,21.018000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.6915724473
RZE_cand_45,0.42,6,11.3,1.3299999999999998,0.3,21.440000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.6915548744
RZE_cand_46,0.42,6,11.3,1.3299999999999998,0.3,21.862000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.6915380730
RZE_cand_47,0.42,6,11.3,1.3299999999999998,0.3,22.284000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.6915219933
RZE_cand_48,0.42,6,11.3,1.3299999999999998,0.3,22.706000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6915065899
RZE_cand_49,0.42,6,11.3,1.3299999999999998,0.3,23.128000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6914918210
RZE_cand_50,0.42,6,11.3,1.3299999999999998,0.3,23.550000000000008,1.0000000000,true,1.0000000000,0.7000000000,0.6914776481
RZE_cand_51,0.42,6,11.3,1.3299999999999998,0.3,23.97200000000001,1.0000000000,true,1.0000000000,0.7000000000,0.6914640359
RZE_cand_52,0.42,6,11.3,1.3299999999999998,0.3,24.39400000000001,1.0000000000,true,1.0000000000,0.7000000000,0.6914509517
RZE_cand_53,0.42,6,11.3,1.3299999999999998,0.3,24.816000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.6914383655
RZE_cand_54,0.42,6,11.3,1.3299999999999998,0.3,25.238000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6914262493
RZE_cand_55,0.42,6,11.3,1.3299999999999998,0.3,25.660000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6914145773
RZE_cand_56,0.42,6,11.3,1.3299999999999998,0.3,26.082000000000008,1.0000000000,true,1.0000000000,0.7000000000,0.6914033254
RZE_cand_57,0.42,6,11.3,1.3299999999999998,0.3,26.50400000000001,1.0000000000,true,1.0000000000,0.7000000000,0.6913924715
RZE_cand_58,0.42,6,11.3,1.3299999999999998,0.3,26.92600000000001,1.0000000000,true,1.0000000000,0.7000000000,0.6913819947
RZE_cand_59,0.42,6,11.3,1.3299999999999998,0.3,27.34800000000001,1.0000000000,true,1.0000000000,0.7000000000,0.6913718758
RZE_cand_60,0.42,6,11.3,1.3299999999999998,0.3,27.770000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6913620967
RZE_cand_61,0.42,6,11.3,1.5399999999999998,0.3,2.4499999999999997,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_cand_62,0.42,6,11.3,1.5399999999999998,0.3,2.872,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_cand_63,0.42,6,11.3,1.5399999999999998,0.3,3.294,1.0000000000,true,1.0000000000,0.8925318761,1.0000000000
RZE_cand_64,0.42,6,11.3,1.5399999999999998,0.3,3.716,1.0000000000,true,1.0000000000,0.7911733046,0.9160954054
RZE_cand_65,0.42,6,11.3,1.5399999999999998,0.3,4.138,1.0000000000,true,1.0000000000,0.7104881585,0.8226704994
RZE_cand_66,0.42,6,11.3,1.5399999999999998,0.3,4.5600000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7881048525
RZE_cand_67,0.42,6,11.3,1.5399999999999998,0.3,4.982000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7705884994
RZE_cand_68,0.42,6,11.3,1.5399999999999998,0.3,5.404000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7584160111
RZE_cand_69,0.42,6,11.3,1.5399999999999998,0.3,5.8260000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7494655959
RZE_cand_70,0.42,6,11.3,1.5399999999999998,0.3,6.248000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7426074534
RZE_cand_71,0.42,6,11.3,1.5399999999999998,0.3,6.670000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7371847163
RZE_cand_72,0.42,6,11.3,1.5399999999999998,0.3,7.0920000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7327894323
RZE_cand_73,0.42,6,11.3,1.5399999999999998,0.3,7.514000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7291548619
RZE_cand_74,0.42,6,11.3,1.5399999999999998,0.3,7.936000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7260992436
RZE_cand_75,0.42,6,11.3,1.5399999999999998,0.3,8.358000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7234944498
RZE_cand_76,0.42,6,11.3,1.5399999999999998,0.3,8.780000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7212475634
RZE_cand_77,0.42,6,11.3,1.5399999999999998,0.3,9.202000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7192895599
RZE_cand_78,0.42,6,11.3,1.5399999999999998,0.3,9.624000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7175680918
RZE_cand_79,0.42,6,11.3,1.5399999999999998,0.3,10.046000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.7160427390
RZE_cand_80,0.42,6,11.3,1.5399999999999998,0.3,10.468000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7146817942
RZE_cand_81,0.42,6,11.3,1.5399999999999998,0.3,10.890000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7134600360
RZE_cand_82,0.42,6,11.3,1.5399999999999998,0.3,11.312000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.7123571509
RZE_cand_83,0.42,6,11.3,1.5399999999999998,0.3,11.734000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7113565946
RZE_cand_84,0.42,6,11.3,1.5399999999999998,0.3,12.156000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7104447572
RZE_cand_85,0.42,6,11.3,1.5399999999999998,0.3,12.578000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.7096103394
RZE_cand_86,0.42,6,11.3,1.5399999999999998,0.3,13.000000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7088438829
RZE_cand_87,0.42,6,11.3,1.5399999999999998,0.3,13.422000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7081374097
RZE_cand_88,0.42,6,11.3,1.5399999999999998,0.3,13.844000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.7074841434
RZE_cand_89,0.42,6,11.3,1.5399999999999998,0.3,14.266000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7068782913
RZE_cand_90,0.42,6,11.3,1.5399999999999998,0.3,14.688000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7063148723
RZE_cand_91,0.42,6,11.3,1.5399999999999998,0.3,15.110000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.7057895792
RZE_cand_92,0.42,6,11.3,1.5399999999999998,0.3,15.532000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7052986688
RZE_cand_93,0.42,6,11.3,1.5399999999999998,0.3,15.954000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7048388722
RZE_cand_94,0.42,6,11.3,1.5399999999999998,0.3,16.376000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7044073225
RZE_cand_95,0.42,6,11.3,1.5399999999999998,0.3,16.798000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7040014941
RZE_cand_96,0.42,6,11.3,1.5399999999999998,0.3,17.220000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.7036191542
RZE_cand_97,0.42,6,11.3,1.5399999999999998,0.3,17.642000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7032583207
RZE_cand_98,0.42,6,11.3,1.5399999999999998,0.3,18.064000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7029172289
RZE_cand_99,0.42,6,11.3,1.5399999999999998,0.3,18.486000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7025943016
RZE_cand_100,0.42,6,11.3,1.5399999999999998,0.3,18.908000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7022881256
RZE_cand_101,0.42,6,11.3,1.5399999999999998,0.3,19.330000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7019974303
RZE_cand_102,0.42,6,11.3,1.5399999999999998,0.3,19.752000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.7017210706
RZE_cand_103,0.42,6,11.3,1.5399999999999998,0.3,20.174000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7014580116
RZE_cand_104,0.42,6,11.3,1.5399999999999998,0.3,20.596000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7012073157
RZE_cand_105,0.42,6,11.3,1.5399999999999998,0.3,21.018000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7009681313
RZE_cand_106,0.42,6,11.3,1.5399999999999998,0.3,21.440000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7007396833
RZE_cand_107,0.42,6,11.3,1.5399999999999998,0.3,21.862000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7005212647
RZE_cand_108,0.42,6,11.3,1.5399999999999998,0.3,22.284000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.7003122292
RZE_cand_109,0.42,6,11.3,1.5399999999999998,0.3,22.706000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7001119849
RZE_cand_110,0.42,6,11.3,1.5399999999999998,0.3,23.128000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6999199886
RZE_cand_111,0.42,6,11.3,1.5399999999999998,0.3,23.550000000000008,1.0000000000,true,1.0000000000,0.7000000000,0.6997357410
RZE_cand_112,0.42,6,11.3,1.5399999999999998,0.3,23.97200000000001,1.0000000000,true,1.0000000000,0.7000000000,0.6995587824
RZE_cand_113,0.42,6,11.3,1.5399999999999998,0.3,24.39400000000001,1.0000000000,true,1.0000000000,0.7000000000,0.6993886884
RZE_cand_114,0.42,6,11.3,1.5399999999999998,0.3,24.816000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.6992250674
RZE_cand_115,0.42,6,11.3,1.5399999999999998,0.3,25.238000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6990675567
RZE_cand_116,0.42,6,11.3,1.5399999999999998,0.3,25.660000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6989158203
RZE_cand_117,0.42,6,11.3,1.5399999999999998,0.3,26.082000000000008,1.0000000000,true,1.0000000000,0.7000000000,0.6987695464
RZE_cand_118,0.42,6,11.3,1.5399999999999998,0.3,26.50400000000001,1.0000000000,true,1.0000000000,0.7000000000,0.6986284453
RZE_cand_119,0.42,6,11.3,1.5399999999999998,0.3,26.92600000000001,1.0000000000,true,1.0000000000,0.7000000000,0.6984922473
RZE_cand_120,0.42,6,11.3,1.5399999999999998,0.3,27.34800000000001,1.0000000000,true,1.0000000000,0.7000000000,0.6983607011
RZE_cand_121,0.42,6,11.3,1.5399999999999998,0.3,27.770000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.6982335726
RZE_cand_122,0.42,6,11.3,1.7499999999999998,0.3,2.4499999999999997,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_cand_123,0.42,6,11.3,1.7499999999999998,0.3,2.872,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_cand_124,0.42,6,11.3,1.7499999999999998,0.3,3.294,1.0000000000,true,1.0000000000,0.8925318761,1.0000000000
RZE_cand_125,0.42,6,11.3,1.7499999999999998,0.3,3.716,1.0000000000,true,1.0000000000,0.7911733046,1.0000000000
RZE_cand_126,0.42,6,11.3,1.7499999999999998,0.3,4.138,1.0000000000,true,1.0000000000,0.7104881585,0.9348528402
RZE_cand_127,0.42,6,11.3,1.7499999999999998,0.3,4.5600000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.8779344330
RZE_cand_128,0.42,6,11.3,1.7499999999999998,0.3,4.982000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.8442491385
RZE_cand_129,0.42,6,11.3,1.7499999999999998,0.3,5.404000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.8208405072
RZE_cand_130,0.42,6,11.3,1.7499999999999998,0.3,5.8260000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.8036281703
RZE_cand_131,0.42,6,11.3,1.7499999999999998,0.3,6.248000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7904394347
RZE_cand_132,0.42,6,11.3,1.7499999999999998,0.3,6.670000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7800110941
RZE_cand_133,0.42,6,11.3,1.7499999999999998,0.3,7.0920000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7715586249
RZE_cand_134,0.42,6,11.3,1.7499999999999998,0.3,7.514000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7645690665
RZE_cand_135,0.42,6,11.3,1.7499999999999998,0.3,7.936000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7586928773
RZE_cand_136,0.42,6,11.3,1.7499999999999998,0.3,8.358000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7536836585
RZE_cand_137,0.42,6,11.3,1.7499999999999998,0.3,8.780000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7493627230
RZE_cand_138,0.42,6,11.3,1.7499999999999998,0.3,9.202000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7455973317
RZE_cand_139,0.42,6,11.3,1.7499999999999998,0.3,9.624000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7422868163
RZE_cand_140,0.42,6,11.3,1.7499999999999998,0.3,10.046000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.7393534454
RZE_cand_141,0.42,6,11.3,1.7499999999999998,0.3,10.468000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7367362439
RZE_cand_142,0.42,6,11.3,1.7499999999999998,0.3,10.890000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7343867090
RZE_cand_143,0.42,6,11.3,1.7499999999999998,0.3,11.312000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.7322657760
RZE_cand_144,0.42,6,11.3,1.7499999999999998,0.3,11.734000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7303416294
RZE_cand_145,0.42,6,11.3,1.7499999999999998,0.3,12.156000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7285880958
RZE_cand_146,0.42,6,11.3,1.7499999999999998,0.3,12.578000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.7269834462
RZE_cand_147,0.42,6,11.3,1.7499999999999998,0.3,13.000000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7255094915
RZE_cand_148,0.42,6,11.3,1.7499999999999998,0.3,13.422000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7241508891
RZE_cand_149,0.42,6,11.3,1.7499999999999998,0.3,13.844000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.7228946077
RZE_cand_150,0.42,6,11.3,1.7499999999999998,0.3,14.266000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7217295076
RZE_cand_151,0.42,6,11.3,1.7499999999999998,0.3,14.688000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7206460094
RZE_cand_152,0.42,6,11.3,1.7499999999999998,0.3,15.110000000000003,1.0000000000,true,1.0000000000,0.7000000000,0.7196358304
RZE_cand_153,0.42,6,11.3,1.7499999999999998,0.3,15.532000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7186917719
RZE_cand_154,0.42,6,11.3,1.7499999999999998,0.3,15.954000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7178075478
RZE_cand_155,0.42,6,11.3,1.7499999999999998,0.3,16.376000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7169776445
RZE_cand_156,0.42,6,11.3,1.7499999999999998,0.3,16.798000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7161972053
RZE_cand_157,0.42,6,11.3,1.7499999999999998,0.3,17.220000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.7154619362
RZE_cand_158,0.42,6,11.3,1.7499999999999998,0.3,17.642000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7147680257
RZE_cand_159,0.42,6,11.3,1.7499999999999998,0.3,18.064000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7141120799
RZE_cand_160,0.42,6,11.3,1.7499999999999998,0.3,18.486000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7134910659
RZE_cand_161,0.42,6,11.3,1.7499999999999998,0.3,18.908000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7129022658
RZE_cand_162,0.42,6,11.3,1.7499999999999998,0.3,19.330000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7123432364
RZE_cand_163,0.42,6,11.3,1.7499999999999998,0.3,19.752000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.7118117755
RZE_cand_164,0.42,6,11.3,1.7499999999999998,0.3,20.174000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7113058928
RZE_cand_165,0.42,6,11.3,1.7499999999999998,0.3,20.596000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7108237852
RZE_cand_166,0.42,6,11.3,1.7499999999999998,0.3,21.018000000000004,1.0000000000,true,1.0000000000,0.7000000000,0.7103638152
RZE_cand_167,0.42,6,11.3,1.7499999999999998,0.3,21.440000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7099244921
RZE_cand_168,0.42,6,11.3,1.7499999999999998,0.3,21.862000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.7095044563
RZE_cand_169,0.42,6,11.3,1.7499999999999998,0.3,22.284000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.7091024650
RZE_cand_170,0.42,6,11.3,1.7499999999999998,0.3,22.706000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7087173798
RZE_cand_171,0.42,6,11.3,1.7499999999999998,0.3,23.128000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7083481562
RZE_cand_172,0.42,6,11.3,1.7499999999999998,0.3,23.550000000000008,1.0000000000,true,1.0000000000,0.7000000000,0.7079938340
RZE_cand_173,0.42,6,11.3,1.7499999999999998,0.3,23.97200000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7076535288
RZE_cand_174,0.42,6,11.3,1.7499999999999998,0.3,24.39400000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7073264251
RZE_cand_175,0.42,6,11.3,1.7499999999999998,0.3,24.816000000000006,1.0000000000,true,1.0000000000,0.7000000000,0.7070117693
RZE_cand_176,0.42,6,11.3,1.7499999999999998,0.3,25.238000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7067088641
RZE_cand_177,0.42,6,11.3,1.7499999999999998,0.3,25.660000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7064170634
RZE_cand_178,0.42,6,11.3,1.7499999999999998,0.3,26.082000000000008,1.0000000000,true,1.0000000000,0.7000000000,0.7061357675
RZE_cand_179,0.42,6,11.3,1.7499999999999998,0.3,26.50400000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7058644191
RZE_cand_180,0.42,6,11.3,1.7499999999999998,0.3,26.92600000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7056024998
RZE_cand_181,0.42,6,11.3,1.7499999999999998,0.3,27.34800000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7053495265
RZE_cand_182,0.42,6,11.3,1.7499999999999998,0.3,27.770000000000007,1.0000000000,true,1.0000000000,0.7000000000,0.7051050485
RZE_cand_183,0.42,6,11.3,1.9599999999999997,0.3,2.4499999999999997,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_cand_184,0.42,6,11.3,1.9599999999999997,0.3,2.872,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_cand_185,0.42,6,11.3,1.9599999999999997,0.3,3.294,1.0000000000,true,1.0000000000,0.8925318761,1.0000000000
RZE_cand_186,0.42,6,11.3,1.9599999999999997,0.3,3.716,1.0000000000,true,1.0000000000,0.7911733046,1.0000000000
RZE_cand_187,0.42,6,11.3,1.9599999999999997,0.3,4.138,1.0000000000,true,1.0000000000,0.7104881585,1.0000000000
RZE_cand_188,0.42,6,11.3,1.9599999999999997,0.3,4.5600000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.9677640134
RZE_cand_189,0.42,6,11.3,1.9599999999999997,0.3,4.982000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.9179097776
RZE_cand_190,0.42,6,11.3,1.9599999999999997,0.3,5.404000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.8832650033
RZE_cand_191,0.42,6,11.3,1.9599999999999997,0.3,5.8260000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.8577907447
RZE_cand_192,0.42,6,11.3,1.9599999999999997,0.3,6.248000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.8382714160
RZE_cand_193,0.42,6,11.3,1.9599999999999997,0.3,6.670000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.8228374719
RZE_cand_194,0.42,6,11.3,1.9599999999999997,0.3,7.0920000000000005,1.0000000000,true,1.0000000000,0.7000000000,0.8103278175
RZE_cand_195,0.42,6,11.3,1.9599999999999997,0.3,7.514000000000001,1.0000000000,true,1.0000000000,0.7000000000,0.7999832710
RZE_cand_196,0.42,6,11.3,1.9599999999999997,0.3,7.936000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7912865111
RZE_cand_197,0.42,6,11.3,1.9599999999999997,0.3,8.358000000000002,1.0000000000,true,1.0000000000,0.7000000000,0.7838728672
