name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KAT_efficiency,LCJ_efficiency,SZZ_efficiency,min_distance_to_false,iteration,reference_frontier,POZ_efficiency,WAW_efficiency,KRK_efficiency,WRO_efficiency,GDN_efficiency,BZG_efficiency
RZE_cand_3922,0.396,6,11.3,2.6099999999999994,0.3,2.522,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_3923,0.396,6,11.3,2.6099999999999994,0.3,2.733,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_3809,0.396,6,11.3,2.505,0.3,2.311,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_3810,0.396,6,11.3,2.505,0.3,2.522,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_11094,0.5040000000000001,6,11.3,2.715,0.3,3.365999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_12999,0.5400000000000001,6,11.3,2.295,0.3,3.576999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_15912,0.5760000000000002,6,11.3,2.8199999999999994,0.3,3.787999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_8741,0.4680000000000001,6,11.3,2.715,0.3,3.155,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_3808,0.396,6,11.3,2.505,0.3,2.1,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_3585,0.396,6,11.3,2.295,0.3,2.311,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_3586,0.396,6,11.3,2.295,0.3,2.522,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
