name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KRK_efficiency
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_541,2.4140000000000006,6,11.3,0.0349999999999997,0.3,35.400000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_542,2.4140000000000006,6,11.3,0.0349999999999997,0.3,38.53000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_543,2.4140000000000006,6,11.3,0.0349999999999997,0.3,41.66000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_544,2.4140000000000006,6,11.3,0.8249999999999997,0.3,-2.1599999999999984,0.9905956113,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_545,2.4140000000000006,6,11.3,0.8249999999999997,0.3,0.970000000000002,0.9905956113,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_546,2.4140000000000006,6,11.3,0.8249999999999997,0.3,4.100000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_547,2.4140000000000006,6,11.3,0.8249999999999997,0.3,7.230000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_548,2.4140000000000006,6,11.3,0.8249999999999997,0.3,10.360000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_549,2.4140000000000006,6,11.3,0.8249999999999997,0.3,13.490000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_550,2.4140000000000006,6,11.3,0.8249999999999997,0.3,16.620000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_551,2.4140000000000006,6,11.3,0.8249999999999997,0.3,19.750000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_552,2.4140000000000006,6,11.3,0.8249999999999997,0.3,22.880000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_553,2.4140000000000006,6,11.3,0.8249999999999997,0.3,26.010000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_554,2.4140000000000006,6,11.3,0.8249999999999997,0.3,29.140000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_555,2.4140000000000006,6,11.3,0.8249999999999997,0.3,31.3,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_556,2.4140000000000006,6,11.3,0.8249999999999997,0.3,32.27000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_557,2.4140000000000006,6,11.3,0.8249999999999997,0.3,35.400000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_558,2.4140000000000006,6,11.3,0.8249999999999997,0.3,38.53000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_559,2.4140000000000006,6,11.3,0.8249999999999997,0.3,41.66000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_560,2.4140000000000006,6,11.3,1.6149999999999998,0.3,-2.1599999999999984,0.5060318138,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_561,2.4140000000000006,6,11.3,1.6149999999999998,0.3,0.970000000000002,0.5060318138,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_562,2.4140000000000006,6,11.3,1.6149999999999998,0.3,4.100000000000002,0.6407580688,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_563,2.4140000000000006,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_564,2.4140000000000006,6,11.3,1.6149999999999998,0.3,10.360000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_565,2.4140000000000006,6,11.3,1.6149999999999998,0.3,13.490000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_566,2.4140000000000006,6,11.3,1.6149999999999998,0.3,16.620000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_567,2.4140000000000006,6,11.3,1.6149999999999998,0.3,19.750000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_568,2.4140000000000006,6,11.3,1.6149999999999998,0.3,22.880000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_569,2.4140000000000006,6,11.3,1.6149999999999998,0.3,26.010000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_570,2.4140000000000006,6,11.3,1.6149999999999998,0.3,29.140000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_571,2.4140000000000006,6,11.3,1.6149999999999998,0.3,31.3,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_572,2.4140000000000006,6,11.3,1.6149999999999998,0.3,32.27000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_573,2.4140000000000006,6,11.3,1.6149999999999998,0.3,35.400000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_574,2.4140000000000006,6,11.3,1.6149999999999998,0.3,38.53000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_575,2.4140000000000006,6,11.3,1.6149999999999998,0.3,41.66000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_576,2.4140000000000006,6,11.3,2.405,0.3,-2.1599999999999984,0.3398093053,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_577,2.4140000000000006,6,11.3,2.405,0.3,0.970000000000002,0.3398093053,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_578,2.4140000000000006,6,11.3,2.405,0.3,4.100000000000002,0.4302803664,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_579,2.4140000000000006,6,11.3,2.405,0.3,7.230000000000002,0.7587626949,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_580,2.4140000000000006,6,11.3,2.405,0.3,10.360000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_581,2.4140000000000006,6,11.3,2.405,0.3,13.490000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_582,2.4140000000000006,6,11.3,2.405,0.3,16.620000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_583,2.4140000000000006,6,11.3,2.405,0.3,19.750000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_584,2.4140000000000006,6,11.3,2.405,0.3,22.880000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_585,2.4140000000000006,6,11.3,2.405,0.3,26.010000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_586,2.4140000000000006,6,11.3,2.405,0.3,29.140000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_587,2.4140000000000006,6,11.3,2.405,0.3,31.3,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_588,2.4140000000000006,6,11.3,2.405,0.3,32.27000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_589,2.4140000000000006,6,11.3,2.405,0.3,35.400000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_590,2.4140000000000006,6,11.3,2.405,0.3,38.53000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_591,2.4140000000000006,6,11.3,2.405,0.3,41.66000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_592,2.4140000000000006,6,11.3,3.195,0.3,-2.1599999999999984,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_593,2.4140000000000006,6,11.3,3.195,0.3,0.970000000000002,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_594,2.4140000000000006,6,11.3,3.195,0.3,4.100000000000002,0.4148029819,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_595,2.4140000000000006,6,11.3,3.195,0.3,7.230000000000002,0.7314696486,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_596,2.4140000000000006,6,11.3,3.195,0.3,10.360000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_597,2.4140000000000006,6,11.3,3.195,0.3,13.490000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_598,2.4140000000000006,6,11.3,3.195,0.3,16.620000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_599,2.4140000000000006,6,11.3,3.195,0.3,19.750000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_600,2.4140000000000006,6,11.3,3.195,0.3,22.880000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_601,2.4140000000000006,6,11.3,3.195,0.3,26.010000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_602,2.4140000000000006,6,11.3,3.195,0.3,29.140000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_603,2.4140000000000006,6,11.3,3.195,0.3,31.3,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_604,2.4140000000000006,6,11.3,3.195,0.3,32.27000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_605,2.4140000000000006,6,11.3,3.195,0.3,35.400000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_606,2.4140000000000006,6,11.3,3.195,0.3,38.53000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_607,2.4140000000000006,6,11.3,3.195,0.3,41.66000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_608,2.4140000000000006,6,11.3,3.985,0.3,-2.1599999999999984,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_609,2.4140000000000006,6,11.3,3.985,0.3,0.970000000000002,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_610,2.4140000000000006,6,11.3,3.985,0.3,4.100000000000002,0.4148029819,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_611,2.4140000000000006,6,11.3,3.985,0.3,7.230000000000002,0.7314696486,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_612,2.4140000000000006,6,11.3,3.985,0.3,10.360000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_613,2.4140000000000006,6,11.3,3.985,0.3,13.490000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_614,2.4140000000000006,6,11.3,3.985,0.3,16.620000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_615,2.4140000000000006,6,11.3,3.985,0.3,19.750000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_616,2.4140000000000006,6,11.3,3.985,0.3,22.880000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_617,2.4140000000000006,6,11.3,3.985,0.3,26.010000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_618,2.4140000000000006,6,11.3,3.985,0.3,29.140000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_619,2.4140000000000006,6,11.3,3.985,0.3,31.3,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_620,2.4140000000000006,6,11.3,3.985,0.3,32.27000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_621,2.4140000000000006,6,11.3,3.985,0.3,35.400000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_622,2.4140000000000006,6,11.3,3.985,0.3,38.53000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_623,2.4140000000000006,6,11.3,3.985,0.3,41.66000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_624,2.4140000000000006,6,11.3,4.775,0.3,-2.1599999999999984,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_625,2.4140000000000006,6,11.3,4.775,0.3,0.970000000000002,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_626,2.4140000000000006,6,11.3,4.775,0.3,4.100000000000002,0.4148029819,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_627,2.4140000000000006,6,11.3,4.775,0.3,7.230000000000002,0.7314696486,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_628,2.4140000000000006,6,11.3,4.775,0.3,10.360000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_629,2.4140000000000006,6,11.3,4.775,0.3,13.490000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_630,2.4140000000000006,6,11.3,4.775,0.3,16.620000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_631,2.4140000000000006,6,11.3,4.775,0.3,19.750000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_632,2.4140000000000006,6,11.3,4.775,0.3,22.880000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_633,2.4140000000000006,6,11.3,4.775,0.3,26.010000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_634,2.4140000000000006,6,11.3,4.775,0.3,29.140000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_635,2.4140000000000006,6,11.3,4.775,0.3,31.3,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_636,2.4140000000000006,6,11.3,4.775,0.3,32.27000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_637,2.4140000000000006,6,11.3,4.775,0.3,35.400000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_638,2.4140000000000006,6,11.3,4.775,0.3,38.53000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_639,2.4140000000000006,6,11.3,4.775,0.3,41.66000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_640,2.4140000000000006,6,11.3,5.5649999999999995,0.3,-2.1599999999999984,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_641,2.4140000000000006,6,11.3,5.5649999999999995,0.3,0.970000000000002,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_642,2.4140000000000006,6,11.3,5.5649999999999995,0.3,4.100000000000002,0.4148029819,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_643,2.4140000000000006,6,11.3,5.5649999999999995,0.3,7.230000000000002,0.7314696486,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_644,2.4140000000000006,6,11.3,5.5649999999999995,0.3,10.360000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_645,2.4140000000000006,6,11.3,5.5649999999999995,0.3,13.490000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_646,2.4140000000000006,6,11.3,5.5649999999999995,0.3,16.620000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_647,2.4140000000000006,6,11.3,5.5649999999999995,0.3,19.750000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_648,2.4140000000000006,6,11.3,5.5649999999999995,0.3,22.880000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_649,2.4140000000000006,6,11.3,5.5649999999999995,0.3,26.010000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_650,2.4140000000000006,6,11.3,5.5649999999999995,0.3,29.140000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_651,2.4140000000000006,6,11.3,5.5649999999999995,0.3,31.3,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_652,2.4140000000000006,6,11.3,5.5649999999999995,0.3,32.27000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_653,2.4140000000000006,6,11.3,5.5649999999999995,0.3,35.400000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_654,2.4140000000000006,6,11.3,5.5649999999999995,0.3,38.53000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_655,2.4140000000000006,6,11.3,5.5649999999999995,0.3,41.66000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_656,2.4140000000000006,6,11.3,6.355,0.3,-2.1599999999999984,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_657,2.4140000000000006,6,11.3,6.355,0.3,0.970000000000002,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_658,2.4140000000000006,6,11.3,6.355,0.3,4.100000000000002,0.4148029819,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_659,2.4140000000000006,6,11.3,6.355,0.3,7.230000000000002,0.7314696486,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_660,2.4140000000000006,6,11.3,6.355,0.3,10.360000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_661,2.4140000000000006,6,11.3,6.355,0.3,13.490000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_662,2.4140000000000006,6,11.3,6.355,0.3,16.620000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_663,2.4140000000000006,6,11.3,6.355,0.3,19.750000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_664,2.4140000000000006,6,11.3,6.355,0.3,22.880000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_665,2.4140000000000006,6,11.3,6.355,0.3,26.010000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_666,2.4140000000000006,6,11.3,6.355,0.3,29.140000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_667,2.4140000000000006,6,11.3,6.355,0.3,31.3,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_668,2.4140000000000006,6,11.3,6.355,0.3,32.27000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_669,2.4140000000000006,6,11.3,6.355,0.3,35.400000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_670,2.4140000000000006,6,11.3,6.355,0.3,38.53000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_671,2.4140000000000006,6,11.3,6.355,0.3,41.66000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_672,2.4140000000000006,6,11.3,7.145,0.3,-2.1599999999999984,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_673,2.4140000000000006,6,11.3,7.145,0.3,0.970000000000002,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_674,2.4140000000000006,6,11.3,7.145,0.3,4.100000000000002,0.4148029819,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_675,2.4140000000000006,6,11.3,7.145,0.3,7.230000000000002,0.7314696486,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_676,2.4140000000000006,6,11.3,7.145,0.3,10.360000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_677,2.4140000000000006,6,11.3,7.145,0.3,13.490000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_678,2.4140000000000006,6,11.3,7.145,0.3,16.620000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_679,2.4140000000000006,6,11.3,7.145,0.3,19.750000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_680,2.4140000000000006,6,11.3,7.145,0.3,22.880000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_681,2.4140000000000006,6,11.3,7.145,0.3,26.010000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_682,2.4140000000000006,6,11.3,7.145,0.3,29.140000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_683,2.4140000000000006,6,11.3,7.145,0.3,31.3,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_684,2.4140000000000006,6,11.3,7.145,0.3,32.27000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_685,2.4140000000000006,6,11.3,7.145,0.3,35.400000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_686,2.4140000000000006,6,11.3,7.145,0.3,38.53000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_687,2.4140000000000006,6,11.3,7.145,0.3,41.66000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_688,2.4140000000000006,6,11.3,7.9,0.3,-2.1599999999999984,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_689,2.4140000000000006,6,11.3,7.9,0.3,0.970000000000002,0.3275862069,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_690,2.4140000000000006,6,11.3,7.9,0.3,4.100000000000002,0.4148029819,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_691,2.4140000000000006,6,11.3,7.9,0.3,7.230000000000002,0.7314696486,false,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_692,2.4140000000000006,6,11.3,7.9,0.3,10.360000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_693,2.4140000000000006,6,11.3,7.9,0.3,13.490000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_694,2.4140000000000006,6,11.3,7.9,0.3,16.620000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_695,2.4140000000000006,6,11.3,7.9,0.3,19.750000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_696,2.4140000000000006,6,11.3,7.9,0.3,22.880000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_697,2.4140000000000006,6,11.3,7.9,0.3,26.010000000000005,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_698,2.4140000000000006,6,11.3,7.9,0.3,29.140000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_699,2.4140000000000006,6,11.3,7.9,0.3,31.3,1.0000000000,true,1.0000000000
