name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KAT_efficiency,min_distance_to_false,iteration,reference_frontier,from_point_name,to_reference_name,node_id,parent_node_id,path_id,POZ_efficiency,WAW_efficiency,KRK_efficiency,WRO_efficiency,GDN_efficiency
RZE__to__KAT_cand_4253,3.84,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4505,4.2,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3227,3.120000000000001,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4271,3.84,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4217,3.84,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2975,2.76,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4541,4.2,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_5135,4.92,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3497,3.4800000000000004,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2957,2.76,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3569,3.4800000000000004,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3605,3.4800000000000004,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3875,3.6,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4145,3.84,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4523,4.2,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3245,3.120000000000001,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4235,3.84,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4181,3.84,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3299,3.120000000000001,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3281,3.120000000000001,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3317,3.120000000000001,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4127,3.84,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4577,4.2,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3263,3.120000000000001,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4199,3.84,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4163,3.84,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3515,3.4800000000000004,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2669,2.4000000000000004,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4757,4.5600000000000005,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4739,4.5600000000000005,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4721,4.5600000000000005,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2597,2.4000000000000004,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4559,4.2,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4109,3.84,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3335,3.120000000000001,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4091,3.84,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4991,4.92,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3911,3.6,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2903,2.76,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2921,2.76,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2939,2.76,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3965,3.6,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2651,2.4000000000000004,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_5171,4.92,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2849,2.76,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4775,4.5600000000000005,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3533,3.4800000000000004,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3929,3.6,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2633,2.4000000000000004,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2615,2.4000000000000004,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3893,3.6,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3551,3.4800000000000004,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2885,2.76,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3353,3.120000000000001,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4073,3.84,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3947,3.6,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2867,2.76,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4703,4.5600000000000005,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4685,4.5600000000000005,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_5117,4.92,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2723,2.4000000000000004,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4811,4.5600000000000005,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4793,4.5600000000000005,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2741,2.4000000000000004,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4829,4.5600000000000005,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2435,2.0400000000000005,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3659,3.4800000000000004,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2417,2.0400000000000005,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2399,2.0400000000000005,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2255,2.0400000000000005,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2381,2.0400000000000005,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2363,2.0400000000000005,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2273,2.0400000000000005,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2345,2.0400000000000005,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2291,2.0400000000000005,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2327,2.0400000000000005,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2309,2.0400000000000005,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_2469,2.724000000000001,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_2245,2.5200000000000014,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_901,1.5000000000000004,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_677,1.5,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1125,1.7040000000000006,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1573,2.0400000000000005,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_2021,2.316000000000001,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1349,1.9080000000000008,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_453,1.2960000000000005,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1797,2.112000000000001,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_229,1.092,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_5,0.8879999999999999,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,0.7950000000000004,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_262,1.092,6,11.3,3.2050000000000005,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_278,1.092,6,11.3,4.0,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_294,1.092,6,11.3,4.000000000000001,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_310,1.092,6,11.3,4.795000000000002,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_326,1.092,6,11.3,5.590000000000002,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_2406,2.5200000000000014,6,11.3,7.975000000000003,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_2422,2.5200000000000014,6,11.3,8.770000000000003,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_2438,2.5200000000000014,6,11.3,9.565000000000005,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_2454,2.5200000000000014,6,11.3,10.360000000000005,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_2646,2.724000000000001,6,11.3,8.770000000000003,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_2630,2.724000000000001,6,11.3,7.975000000000003,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_2662,2.724000000000001,6,11.3,9.565000000000005,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_630,1.2960000000000005,6,11.3,8.770000000000003,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1830,2.112000000000001,6,11.3,3.2050000000000005,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1862,2.112000000000001,6,11.3,4.000000000000001,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1846,2.112000000000001,6,11.3,4.0,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_614,1.2960000000000005,6,11.3,7.975000000000003,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_646,1.2960000000000005,6,11.3,9.565000000000005,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_662,1.2960000000000005,6,11.3,10.360000000000005,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1718,2.0400000000000005,6,11.3,7.950000000000001,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1702,2.0400000000000005,6,11.3,7.180000000000003,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1750,2.0400000000000005,6,11.3,8.770000000000003,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1734,2.0400000000000005,6,11.3,7.975000000000003,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_518,1.2960000000000005,6,11.3,4.000000000000001,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1622,2.0400000000000005,6,11.3,4.0,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1766,2.0400000000000005,6,11.3,9.565000000000005,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_86,0.8879999999999999,6,11.3,4.795000000000002,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_950,1.5000000000000004,6,11.3,4.0,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_1782,2.0400000000000005,6,11.3,10.360000000000005,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
RZE__to__KAT_cand_2309__to__POZ_cand_102,0.8879999999999999,6,11.3,5.590000000000002,0.3,8.850000000000003,1.0,True,,1.620000000000001,2,2,RZE__to__KAT_cand_2309,POZ,node_branch_000004,node_branch_000001,RZE -> KAT -> POZ,1.0,,,,
