candidate_name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,SZZ_efficiency,LCJ_efficiency,KAT_efficiency
RZE_resampled_18,0.3000000000,6.0000000000,11.3000000000,1.5600000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.8400000000,1.0000000000
RZE_resampled_19,0.2781268863,6.0000000000,11.3000000000,1.4146728059,0.3000000000,2.4894194519,1.0000000000,true,1.0000000000,0.8170373953,1.0000000000
RZE_resampled_20,0.3200000000,6.0000000000,11.3000000000,1.6000000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.8960000000,1.0000000000
RZE_resampled_21,0.3500000000,6.0000000000,11.3000000000,1.6000000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.9800000000,1.0000000000
RZE_resampled_22,0.3800000000,6.0000000000,11.3000000000,1.6000000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_resampled_23,0.2297197026,6.0000000000,11.3000000000,1.5700145617,0.3000000000,2.5357025618,1.0000000000,true,1.0000000000,0.7608935463,1.0000000000
RZE_resampled_24,0.3200000000,6.0000000000,11.3000000000,1.6200000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.8960000000,1.0000000000
RZE_resampled_25,0.3500000000,6.0000000000,11.3000000000,1.6500000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.9800000000,1.0000000000
RZE_resampled_26,0.3800000000,6.0000000000,11.3000000000,1.6800000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_resampled_27,0.2767451706,6.0000000000,11.3000000000,1.5712377132,0.3000000000,2.4834181092,1.0000000000,true,1.0000000000,0.8173052436,1.0000000000
RZE_resampled_28,0.3200000000,6.0000000000,11.3000000000,1.5800000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.8960000000,1.0000000000
RZE_resampled_29,0.3500000000,6.0000000000,11.3000000000,1.5500000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.9800000000,1.0000000000
RZE_resampled_30,0.3800000000,6.0000000000,11.3000000000,1.5200000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_resampled_31,0.2659034747,6.0000000000,11.3000000000,1.5585670801,0.3000000000,2.4867090806,1.0000000000,true,1.0000000000,0.8048476921,1.0000000000
RZE_resampled_32,0.3400000000,6.0000000000,11.3000000000,1.6000000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.9520000000,1.0000000000
RZE_resampled_33,0.4000000000,6.0000000000,11.3000000000,1.6000000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_resampled_34,0.4600000000,6.0000000000,11.3000000000,1.6000000000,0.3000000000,2.5000000000,0.9782608696,false,1.0000000000,1.0000000000,1.0000000000
RZE_resampled_35,0.3195666167,6.0000000000,11.3000000000,1.5863467910,0.3000000000,2.4890088919,1.0000000000,true,1.0000000000,0.8987377763,1.0000000000
