name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,RZE_efficiency,IEG_efficiency
RZE_cand_111_cand_123,0.32999999999999996,6,11.3,1.7479999999999998,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.5496620930
RZE_cand_111_cand_124,0.32999999999999996,6,11.3,1.7479999999999998,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.5221789883
RZE_cand_111_cand_125,0.32999999999999996,6,11.3,1.7479999999999998,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.4973133222
RZE_cand_111_cand_126,0.32999999999999996,6,11.3,1.8979999999999997,0.3,3.084,1.0000000000,true,1.0000000000,0.6527237354
RZE_cand_111_cand_127,0.32999999999999996,6,11.3,1.8979999999999997,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.6143282216
RZE_cand_111_cand_128,0.32999999999999996,6,11.3,1.8979999999999997,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.5801988759
RZE_cand_111_cand_129,0.32999999999999996,6,11.3,1.8979999999999997,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.5496620930
RZE_cand_111_cand_130,0.32999999999999996,6,11.3,1.8979999999999997,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.5221789883
RZE_cand_111_cand_131,0.32999999999999996,6,11.3,1.8979999999999997,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.4973133222
RZE_cand_111_cand_132,0.32999999999999996,6,11.3,2.0479999999999996,0.3,3.084,1.0000000000,true,1.0000000000,0.6527237354
RZE_cand_111_cand_133,0.32999999999999996,6,11.3,2.0479999999999996,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.6143282216
RZE_cand_111_cand_134,0.32999999999999996,6,11.3,2.0479999999999996,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.5801988759
RZE_cand_111_cand_135,0.32999999999999996,6,11.3,2.0479999999999996,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.5496620930
RZE_cand_111_cand_136,0.32999999999999996,6,11.3,2.0479999999999996,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.5221789883
RZE_cand_111_cand_137,0.32999999999999996,6,11.3,2.0479999999999996,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.4973133222
RZE_cand_111_cand_138,0.32999999999999996,6,11.3,2.1979999999999995,0.3,3.084,1.0000000000,true,1.0000000000,0.6527237354
RZE_cand_111_cand_139,0.32999999999999996,6,11.3,2.1979999999999995,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.6143282216
RZE_cand_111_cand_140,0.32999999999999996,6,11.3,2.1979999999999995,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.5801988759
RZE_cand_111_cand_141,0.32999999999999996,6,11.3,2.1979999999999995,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.5496620930
RZE_cand_111_cand_142,0.32999999999999996,6,11.3,2.1979999999999995,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.5221789883
RZE_cand_111_cand_143,0.32999999999999996,6,11.3,2.1979999999999995,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.4973133222
RZE_cand_111_cand_144,0.37999999999999995,6,11.3,1.7479999999999998,0.3,3.084,1.0000000000,true,1.0000000000,0.7516212711
RZE_cand_111_cand_145,0.37999999999999995,6,11.3,1.7479999999999998,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.7074082551
RZE_cand_111_cand_146,0.37999999999999995,6,11.3,1.7479999999999998,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.6681077965
RZE_cand_111_cand_147,0.37999999999999995,6,11.3,1.7479999999999998,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.6329442283
RZE_cand_111_cand_148,0.37999999999999995,6,11.3,1.7479999999999998,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.6012970169
RZE_cand_111_cand_149,0.37999999999999995,6,11.3,1.7479999999999998,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.5726638256
RZE_cand_111_cand_150,0.37999999999999995,6,11.3,1.8979999999999997,0.3,3.084,1.0000000000,true,1.0000000000,0.7516212711
RZE_cand_111_cand_151,0.37999999999999995,6,11.3,1.8979999999999997,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.7074082551
RZE_cand_111_cand_152,0.37999999999999995,6,11.3,1.8979999999999997,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.6681077965
RZE_cand_111_cand_153,0.37999999999999995,6,11.3,1.8979999999999997,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.6329442283
RZE_cand_111_cand_154,0.37999999999999995,6,11.3,1.8979999999999997,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.6012970169
RZE_cand_111_cand_155,0.37999999999999995,6,11.3,1.8979999999999997,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.5726638256
RZE_cand_111_cand_156,0.37999999999999995,6,11.3,2.0479999999999996,0.3,3.084,1.0000000000,true,1.0000000000,0.7516212711
RZE_cand_111_cand_157,0.37999999999999995,6,11.3,2.0479999999999996,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.7074082551
RZE_cand_111_cand_158,0.37999999999999995,6,11.3,2.0479999999999996,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.6681077965
RZE_cand_111_cand_159,0.37999999999999995,6,11.3,2.0479999999999996,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.6329442283
RZE_cand_111_cand_160,0.37999999999999995,6,11.3,2.0479999999999996,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.6012970169
RZE_cand_111_cand_161,0.37999999999999995,6,11.3,2.0479999999999996,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.5726638256
RZE_cand_111_cand_162,0.37999999999999995,6,11.3,2.1979999999999995,0.3,3.084,1.0000000000,true,1.0000000000,0.7516212711
RZE_cand_111_cand_163,0.37999999999999995,6,11.3,2.1979999999999995,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.7074082551
RZE_cand_111_cand_164,0.37999999999999995,6,11.3,2.1979999999999995,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.6681077965
RZE_cand_111_cand_165,0.37999999999999995,6,11.3,2.1979999999999995,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.6329442283
RZE_cand_111_cand_166,0.37999999999999995,6,11.3,2.1979999999999995,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.6012970169
RZE_cand_111_cand_167,0.37999999999999995,6,11.3,2.1979999999999995,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.5726638256
RZE_cand_111_cand_168,0.42999999999999994,6,11.3,1.7479999999999998,0.3,3.084,1.0000000000,true,1.0000000000,0.8505188067
RZE_cand_111_cand_169,0.42999999999999994,6,11.3,1.7479999999999998,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.8004882887
RZE_cand_111_cand_170,0.42999999999999994,6,11.3,1.7479999999999998,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.7560167171
RZE_cand_111_cand_171,0.42999999999999994,6,11.3,1.7479999999999998,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.7162263636
RZE_cand_111_cand_172,0.42999999999999994,6,11.3,1.7479999999999998,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.6804150454
RZE_cand_111_cand_173,0.42999999999999994,6,11.3,1.7479999999999998,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.6480143289
RZE_cand_111_cand_174,0.42999999999999994,6,11.3,1.8979999999999997,0.3,3.084,1.0000000000,true,1.0000000000,0.8505188067
RZE_cand_111_cand_175,0.42999999999999994,6,11.3,1.8979999999999997,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.8004882887
RZE_cand_111_cand_176,0.42999999999999994,6,11.3,1.8979999999999997,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.7560167171
RZE_cand_111_cand_177,0.42999999999999994,6,11.3,1.8979999999999997,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.7162263636
RZE_cand_111_cand_178,0.42999999999999994,6,11.3,1.8979999999999997,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.6804150454
